stafkey,susrpw,susrsec,susrtyp,ssalut,snamef,snamemi,snamel,slogid,stitle,sorg,sdept,saddrnum,saddrst1,saddrst2,saddrcty,saddrstt,saddrcnty,saddrzip,stelw,stelwex,stelfax,stelh,staduser,stadtime,stmduser,stmdtime,stc1,stc2,stc3,stc4,snotes,sorc1,sorc2,sorc3,sorc4,sactive,ssys,sspare1,sspare2,sspare3,smemgrp,sfoiasec,srptsec,sattyid,svlj,sinvsec,sdomainid
JQUITZON,,,,,Jolie,U,Quitzon,JQUITZON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,862,,,
DSTOKES,,,,,Dangelo,W,Stokes,DSTOKES,01-CHR,,STATSPT,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,A,,
KBRAUN,,,,,Kathleen,Z,Braun,KBRAUN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,864,,,BVAKBRAUN
AJOHNS,,,,,Audrey,M,Johns,AJOHNS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,865,A,,BVAAJOHNS
CHAND,,,,,Cleveland,R,Hand,CHAND,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,866,,,BVACHAND
JWEHNER,,,,,Jaida,Y,Wehner,JWEHNER,SUP,,HRG,,,,,,,,,,(198) 292-7458,,,,,,,,,,,,,,,A,,,,,,,,,A,,BVAJWEHNER
MFADEL,,,,,Matt,W,Fadel,MFADEL,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RROGAHN,,,,,Reba,R,Rogahn,RROGAHN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
DKUHN,,,,,Dean,X,Kuhn,DKUHN,DAV,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
AFLATLEY,,,,,Adah,T,Flatley,AFLATLEY,GC,,GCUSER,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
00,,,,,,,00 Board Section 00,00,,00,,,,,,,,,,,,,ABERGSTRO,1994-06-13 11:36:48 UTC,ABERGSTRO,1995-09-23 14:54:22 UTC,,,,,,,,,,,,,,,,,,,,,
HWATSICA,,,,,Haven,Z,Watsica,HWATSICA,MIS,MIS,SYSADMIN,,,,,,,,,8706,,,ABERGSTRO,1994-06-28 10:43:25 UTC,WLANGOSH,1996-12-12 10:17:48 UTC,,,,,,,,,,I,,,,,,,,,,,
993,,,,,,,Three-Member Reconsideration,993,MPAUCEK,99-993,,,,,,,,,,,,,BFEENEY,1995-08-01 08:52:53 UTC,WLANGOSH,1998-05-07 10:36:15 UTC,0,0,0,0,,,,,,,,,,,,,,993,J,,
DJOHNSTON,,,,,Dedrick,L,Johnston,DJOHNSTON,01C3,,CHAIR,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MHARBER,,,,,Mervin,A,Harber,MHARBER,AIRS,AIRS,AIRS,,,,,,,,,,,,NCP,1994-09-01 14:48:30 UTC,ABERGSTRO,1995-07-07 11:30:09 UTC,,,,,,,,,,A,,,,,,,,,,,BVAMHARBER
TWEIMANN,,,,,Tyler,V,Weimann,TWEIMANN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,747,,,BVATWEIMANN
ZSCHINNER,,,,,Zelma,X,Schinner,ZSCHINNER,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,698,,,
TTILLMAN,,,,,Tess,F,Tillman,TTILLMAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,697,,,
SBREKKE,,,,,Syble,C,Brekke,SBREKKE,A2-110,66-110,CDLEGCLK,,,,,,,,,,214-397-5403,,JRW,1994-09-12 12:47:42 UTC,SBARTELL,1998-12-01 13:34:42 UTC,0,0,532,187,,,,,,I,,,,,,,,,,,
YKERLUKE,,,,,Yasmeen,Y,Kerluke,YKERLUKE,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,696,,,
JROBEL,,,,,Jordane,P,Robel,JROBEL,SBODE,17-307,BDCOUNSEL,,,,,,,,,3962,,,JRW,1994-09-12 12:54:09 UTC,WLANGOSH,1995-11-30 14:40:37 UTC,,,,,,,,,,I,,,,,,,,307,A,,
WHANE,,,,,Wallace,P,Hane,WHANE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,750,J,,BVAWHANE
92,,,,,,,92 Outside BVA,92,,92,,,,,,,,,,,,,BFEENEY,1995-07-26 14:35:12 UTC,BFEENEY,1995-07-26 14:40:21 UTC,0,0,0,0,,,,,,A,,,,,,,,,,,
PRATH,,,,,Paul,S,Rath,PRATH,SBODE,16-460,BDCOUNSEL,,,,,,,,,,,,ABERGSTRO,1995-07-07 15:48:04 UTC,SBARTELL,1998-01-14 10:02:41 UTC,0,0,0,0,,,,,,A,,,,,556,,,460,J,,BVAPRATH
AHERMAN,,,,,Alysha,P,Herman,AHERMAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,752,,,
VDARE,,,,,Minnie,J,Little,VDARE,SBODE,,SBODE,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,748,J,,BVAMLITTLE
MTILLMAN,,,,,Magdalena,I,Tillman,MTILLMAN,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
RO01,,,,301,,,"Boston, MA",RO01,,RO-01,,,,,,,,,,,,,RAK,1994-03-07 15:25:40 UTC,ABERGSTRO,1994-10-04 15:00:26 UTC,72,5,11,11,,,,,,A,,,,,,,,,,,
RO06,,,,306,,,"New York, NY                                                ",RO06,,RO-06                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:27:47 UTC,,,66,5,11,11,,,,,,A,,,,,,,,,,,
RO14,,,,314,,,"Roanoke, VA                                                 ",RO14,,RO-14                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:30:16 UTC,,,57,5,11,11,,,,,,A,,,,,,,,,,,
RO16,,,,316,,,"Atlanta, GA                                                 ",RO16,,RO-16                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:30:52 UTC,,,70,5,11,11,,,,,,A,,,,,,,,,,,
XBOEHM,,,,,Xavier,E,Boehm,XBOEHM,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,737,,,
RO19,,,,319,,,"Columbia, SC                                                ",RO19,,RO-19                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:31:47 UTC,,,81,5,11,11,,,,,,A,,,,,,,,,,,
RO25,,,,325,,,"Cleveland, OH                                               ",RO25,,RO-25                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:33:49 UTC,SBARTELL,2004-11-24 00:00:00 UTC,62,5,11,11,,,,,,A,,,,,,,,,,,
NBEIER,,,,,Nikko,L,Beier,NBEIER,A3-17,68-17,ADDMOD,,,,,,,,,,(788) 796-6588,,ABERGSTRO,1995-07-11 12:03:05 UTC,WLANGOSH,1995-09-29 16:19:54 UTC,4,0,111,124,,,,,,I,,,,,,,,,,,
86,,,,,,,86 ECA Hearing Case Storage,86,,86,,,,,,,,,,,,,BFEENEY,1995-07-13 08:43:13 UTC,SBARTELL,2017-05-31 00:00:00 UTC,0,0,0,0,,,,,,I,,,,,,,,,,,
RO28,,,,328,,,"Chicago, IL                                                 ",RO28,,RO-28                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:35:40 UTC,,,70,5,11,9,,,,,,A,,,,,,,,,,,
RO38,,,,438,,,"Sioux Falls, SD                                             ",RO38,,RO-38                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:39:12 UTC,,,85,5,11,9,,,,,,A,,,,,,,,,,,
RO41,,,,341,,,"Salt Lake City, UT                                          ",RO41,,RO-41                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:40:05 UTC,,,65,5,11,9,,,,,,A,,,,,,,,,,,
RO43,,,,343,,,"Oakland, CA",RO43,,RO-43,,,,,,,,,,,,,RAK,1994-03-07 15:40:45 UTC,CF,1995-06-28 16:09:48 UTC,61,5,11,7,,,,,,A,,,,,,,,,,,
RO46,,,I,346,,,"Seattle, WA                                                 ",RO46,,RO-46                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:41:29 UTC,ABERGSTRO,1994-06-13 14:30:20 UTC,78,5,11,7,,,,,,A,,,,,,,,,,,
RO49,,,I,349,,,"Waco, TX                                                    ",RO49,,RO-49                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:43:05 UTC,,,68,5,11,9,,,,,,A,,,,,,,,,,,
AZULAUF,,,,,Arthur,Z,Zulauf,AZULAUF,01-CHR,,CHAIR,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RO51,,,,351,,,"Muskogee, OK                                                ",RO51,,RO-51                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:43:38 UTC,,,73,5,11,9,,,,,,A,,,,,,,,,,,
RO72,,,,372,,,"Washington, DC                                              ",RO72,,RO-72                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:46:06 UTC,SBARTELL,2017-03-09 00:00:00 UTC,66,5,11,11,,,,,,I,,,,,,,,,,,
RO77,,,,377,,,"San Diego, CA                                               ",RO77,,RO-77                                                       ,,,,,,,,,,,,,RAK,1994-03-07 15:46:32 UTC,,,69,5,11,8,,,,,,A,,,,,,,,,,,
65,,,,,,,65 Federal Circuit Appeal,65,,65,,,,,,,,,,,,,ABERGSTRO,1994-04-05 14:47:20 UTC,SBARTELL,2017-05-31 00:00:00 UTC,50,76,219,4,,,,,,I,,,,,,,,,,,
JRUNOLFSS,,,,,Jamir,R,Runolfsson,JRUNOLFSS,CRUSSEL,16-604,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-05 15:13:10 UTC,WLANGOSH,1997-03-05 15:17:50 UTC,0,0,0,0,,,,,,I,,,,,,,,604,,,
HWYMAN,,,,,Hoyt,P,Wyman,HWYMAN,AHUDSON,04-603,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-07 09:56:51 UTC,WLANGOSH,1997-03-07 09:57:07 UTC,0,0,0,0,,,,,,I,,,,,,,,603,,,
LCASPER,,,,,Leanna,B,Casper,LCASPER,SBODE,06-598,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-07 09:58:48 UTC,WLANGOSH,1997-03-07 09:59:09 UTC,0,0,0,0,,,,,,A,,,,,556,,,598,J,,BVALCASPER
PHOMENICK,,,,,Paolo,T,Homenick,PHOMENICK,SBODE,06-599,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-07 10:07:06 UTC,WLANGOSH,1997-03-07 10:07:27 UTC,0,0,0,0,,,,,,A,,,,,616,,,599,A,,BVAPHOMENICK
KMONAHAN,,,,,Cleveland,L,Smith,KMONAHAN,SBODE,13-600,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-07 10:09:22 UTC,SBARTELL,1998-01-29 13:37:20 UTC,0,0,0,0,,,,,,I,,,,,167,,,600,,,
DKUHN1,,,,,Abbey,G,Gibson,DKUHN1,SBODE,04-601,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-07 10:12:07 UTC,WLANGOSH,1997-03-07 10:12:35 UTC,0,0,0,0,,,,,,I,,,,,448,,,601,,,
GWILLMS,,,,,Garett,Z,Willms,GWILLMS,MHALEY,13-602,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-07 10:13:33 UTC,SBARTELL,1998-04-15 11:03:31 UTC,0,0,0,0,,,,,,I,,,,,,,,602,I,,
TSCHOEN,,,,,Tom,G,Schoen,TSCHOEN,01-CHR,DIR-121,STATSPT,,,,,,,,,,,,WLANGOSH,1997-03-25 08:19:14 UTC,WLANGOSH,1998-02-18 14:52:54 UTC,0,0,254,188,,,,,,I,,,,,,,,,,,
KSTANTON,,,,,Kyle,W,Stanton,KSTANTON,DV-DIR,,CDLEGCLK,,,,,,,,,,373.790.4123 x6012,,,,,,,,,,,,,,,I,,,,,,,,,,,
MMORAR,,,,,Makenna,Z,Morar,MMORAR,SBODE,13-606,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-03-25 09:54:16 UTC,WLANGOSH,1997-09-16 15:21:11 UTC,0,0,0,0,,,,,,I,,,,,,,,606,,,
BGLEICHNE,,,,,Berneice,H,Gleichner,BGLEICHNE,SBODE,06-607,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-04-15 11:25:44 UTC,WLANGOSH,1997-04-25 11:39:01 UTC,0,0,0,0,,,,,,A,,,,,556,,,607,J,,BVABGLEICHNE
DORN,,,,,Devon,T,Orn,DORN,SBODE,13-418,BDCOUNSEL,,,,,,,,,,,,ABERGSTRO,1997-04-29 14:00:51 UTC,WLANGOSH,1998-01-20 14:22:28 UTC,0,0,0,0,,,,,,A,,,,,374,,,418,J,,BVADORN
HCORWIN,,,,,Hermann,J,Corwin,HCORWIN,MHALEY,06-608,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-05-01 14:50:32 UTC,WLANGOSH,1998-04-15 10:01:48 UTC,0,0,0,0,,,,,,I,,,,,,,,608,,,
QMOHR,,,,,Quinten,H,Mohr,QMOHR,AHUDSON,04-609,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-05-16 13:21:40 UTC,WLANGOSH,1998-04-15 11:10:57 UTC,0,0,0,0,,,,,,I,,,,,,,,609,,,
LERNSER,,,,,Lela,Q,Ernser,LERNSER,AHUDSON,01-610,BDCOUNSEL,,,,,,,,,,,,SBARTELL,1997-06-13 09:03:20 UTC,SBARTELL,1997-06-13 09:03:36 UTC,0,0,0,0,,,,,,I,,,,,,,,610,,,
RBOGISICH,,,,,Rowland,A,Bogisich,RBOGISICH,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVARBOGISICH
EHAMILL,,,,,Ellis,M,Hamill,EHAMILL,EHAMILL,EHAMILL,EHAMILL,,,,,,,,,,,,WLANGOSH,1997-07-02 10:15:32 UTC,,,0,0,0,0,,,,,,I,,,,,,,,,,,
SSCHUSTER,,,,,Sherman,S,Schuster,SSCHUSTER,SBODE,06-611,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-07-02 15:18:16 UTC,WLANGOSH,1997-07-02 15:19:07 UTC,0,0,0,0,,,,,,A,,,,,679,,,611,J,,BVASSCHUSTER
FLEMKE,,,,,Francis,V,Lemke,FLEMKE,OPR,OPR,MPS,,,,,,,,,,,,WLANGOSH,1997-12-18 09:22:00 UTC,WLANGOSH,1997-12-18 09:27:53 UTC,0,0,2,0,,,,,,A,,,,,,,,,,,BVAFLEMKE
IMORISSET,,,,,Isai,O,Morissette,IMORISSET,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RWINDLER,,,,,Rocio,E,Windler,RWINDLER,MHALEY,06-612,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-08-19 12:12:34 UTC,WLANGOSH,1997-08-19 12:12:57 UTC,0,0,0,0,,,,,,I,,,,,,,,612,,,
JWALKER,,,,,Julien,A,Walker,JWALKER,MHALEY,06-615,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-09-25 07:33:12 UTC,WLANGOSH,1997-09-25 07:36:47 UTC,0,0,0,0,,,,,,I,,,,,,,,615,,,
ARYAN,,,,,Annabel,E,Ryan,ARYAN,SBODE,13-616,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-10-03 08:09:05 UTC,SBARTELL,1998-01-07 14:16:59 UTC,0,0,0,0,,,,,,A,,,,,616,,,616,J,,BVAARYAN
DGISLASON,,,,,Deion,Q,Gislason,DGISLASON,SBODE,13-617,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-10-28 15:01:42 UTC,SBARTELL,1998-01-07 14:19:24 UTC,0,0,0,0,,,,,,A,,,,,370,,,617,A,,BVADGISLASON
CEMMERICH,,,,,Chadrick,M,Emmerich,CEMMERICH,MHALEY,06-618,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-10-28 15:03:06 UTC,WLANGOSH,1997-12-17 10:46:08 UTC,0,0,0,0,,,,,,I,,,,,,,,618,,,
WRITCHIE,,,,,Waldo,E,Ritchie,WRITCHIE,SUP,,DSP,,,,,,,,,,655-063-3211 x0232,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAWRITCHIE
ACHRISTIA,,,,,Augustine,C,Christiansen,ACHRISTIA,AHUDSON,04-620,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-11-14 10:23:00 UTC,WLANGOSH,1997-11-14 10:23:24 UTC,0,0,0,0,,,,,,I,,,,,,,,620,,,
HROBERTS,,,,,Haven,B,Roberts,HROBERTS,SBODE,,BDCOUNSEL,,,,,,,,,,,(632) 084-8465,,,,,,,,,,,,,,I,,,,,448,,,1263,,,
MJASKOLSK,,,,,Milton,B,Jaskolski,MJASKOLSK,011W,,CHAIR,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MSTREICH,,,,,Maiya,E,Streich,MSTREICH,SUP,,DSP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAMSTREICH
HMCKENZIE,,,,,Halle,F,McKenzie,HMCKENZIE,SUP,,DSP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAHMCKENZIE
DCHAMPLIN,,,,,Dahlia,J,Champlin,DCHAMPLIN,OPR,,RES,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
KROOB,,,,,Kailyn,O,Roob,KROOB,SSENGER,,DSP,,,,,,,,,,640.672.5248 x3464,,,,,,,,,,,,,,,I,,,,,,,,,,,
TKULAS,,,,,Travis,L,Kulas,TKULAS,VFW,,VFW,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVATKULAS
TBARTOLET,,,,,Thora,U,Bartoletti,TBARTOLET,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVATBARTOLET
NSAUER,,,,,Nannie,J,Sauer,NSAUER,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
FFLATLEY,,,,,Flavie,O,Flatley,FFLATLEY,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
RBASHIRIA,,,,,Rolando,P,Bashirian,RBASHIRIA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,928,,,
EJACOBI,,,,,Eloisa,H,Jacobi,EJACOBI,SUP,,DSP,,,,,,,,,,314-031-0648 x685,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAEJACOBI
OHILLL,,,,,Orie,N,Hilll,OHILLL,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
VGREENFEL,,,,,Vernice,Y,Greenfelder,VGREENFEL,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
MROWE,,,,,Mathew,C,Rowe,MROWE,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
LLEFFLER,,,,,Lorenza,M,Leffler,LLEFFLER,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
BNICOLAS,,,,,Betsy,D,Nicolas,BNICOLAS,CRUSSEL,,D3-INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,929,,,
LLINDGREN,,,,,Laurine,Q,Lindgren,LLINDGREN,SBODE,,D1-INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,930,,,
GHAHN,,,,,Grayson,J,Hahn,GHAHN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,931,,,BVAGHAHN
AJOHNS2,,,,,Jeanne,V,Anderson,AJOHNS2,OPR,,SUMINTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
QGORCZANY,,,,,Queen,V,Gorczany,QGORCZANY,OPR,,MPS,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAQGORCZANY
RTERRY,,,,,Riley,E,Terry,RTERRY,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
JDOOLEY,,,,,Jarrod,R,Dooley,JDOOLEY,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
EBINS,,,,,Elias,W,Bins,EBINS,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
LPARISIAN,,,,,Lexie,D,Parisian,LPARISIAN,SBODE,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,934,,,
JFEENEY,,,,,Joyce,K,Feeney,JFEENEY,MHALEY,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,932,,,
SLUETTGEN1,,,,,Reina,M,Ortiz,SLUETTGEN1,MHALEY,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,923,,,
LDECKOW,,,,,Leonel,N,Deckow,LDECKOW,VFW,,VFW,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
BMITCHELL,,,,,Brycen,X,Mitchell,BMITCHELL,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
GPARISIAN,,,,,Garret,W,Parisian,GPARISIAN,CRUSSEL,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,933,,,
LMEDHURST,,,,,Lorna,S,Medhurst,LMEDHURST,CRUSSEL,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,935,,,
RBEDNAR,,,,,Rosalia,I,Bednar,RBEDNAR,AHUDSON,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,937,,,
DMURRAY,,,,,Dorcas,M,Murray,DMURRAY,BUDGET,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
YHARTMANN,,,,,Yoshiko,E,Hartmann,YHARTMANN,MPAUCEK,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,936,,,
TZIEME,,,,,Tobin,R,Zieme,TZIEME,MHALEY,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,938,,,
NMOEN,,,,,Novella,W,Moen,NMOEN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1429,,,BVANMOEN
HKOVACEK,,,,,Hiram,U,Kovacek,HKOVACEK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
LCRUICKSH,,,,,Lora,A,Cruickshank,LCRUICKSH,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
WWELCH,,,,,Wanda,B,Welch,WWELCH,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAWWELCH
GRUTHERFO,,,,,Giuseppe,G,Rutherford,GRUTHERFO,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
THOMENICK,,,,,Trisha,V,Homenick,THOMENICK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
VMURAZIK,,,,,Vicenta,K,Murazik,VMURAZIK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAVMURAZIK
VHERMISTO,,,,,Velda,Z,Hermiston,VHERMISTO,SUP,,HRG,,,,,,,,,,(378) 564-0922 x4914,,,,,,,,,,,,,,,A,,,,,,,,,A,,BVAVHERMISTO
TTRANTOW,,,,,Taryn,B,Trantow,TTRANTOW,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1432,,,BVATTRANTOW
WKLING,,,,,Willa,W,Kling,WKLING,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
ABERNIER,,,,,Annabell,F,Bernier,ABERNIER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1431,,,BVAABERNIER
AOLSON,,,,,Alf,T,Olson,AOLSON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1428,,,BVAAOLSON
AWATSICA,,,,,Alyson,J,Watsica,AWATSICA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1454,,,BVAAWATSICA
DPACOCHA,,,,,Dejah,D,Pacocha,DPACOCHA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1461,,,BVADPACOCHA
DREICHERT,,,,,Davon,O,Reichert,DREICHERT,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1445,,,BVADREICHERT
RGERLACH,,,,,Ronny,D,Gerlach,RGERLACH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,365,,,1472,,,
MDARE,,,,,Myrtie,I,Dare,MDARE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,448,,,1455,,,
ENIENOW,,,,,Eloy,I,Nienow,ENIENOW,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,805,,,1430,,,
HDENESIK,,,,,Hans,X,Denesik,HDENESIK,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,616,,,1417,,,
JHOEGER,,,,,Jeramie,U,Hoeger,JHOEGER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1443,,,BVAJHOEGER
BGREEN,,,,,Bud,X,Green,BGREEN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1450,,,BVABGREEN
JSTREICH,,,,,Jamir,I,Streich,JSTREICH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1469,,,BVAJSTREICH
CSTOKES,,,,,Clemmie,P,Stokes,CSTOKES,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1470,,,BVACSTOKES
EDUBUQUE,,,,,Efren,A,DuBuque,EDUBUQUE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1436,,,BVAEDUBUQUE
KHEANEY,,,,,Karson,T,Heaney,KHEANEY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1467,,,BVAKHEANEY
LMERTZ,,,,,Lamont,W,Mertz,LMERTZ,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,805,,,1412,,,
CSCHMIDT,,,,,Claudine,V,Schmidt,CSCHMIDT,SUP,,CMB,,,,,,,,,,350-985-4414 x6355,,,,,,,,,,,,,,,I,,,,,,,,,,,
JCASPER,,,,,Jack,O,Casper,JCASPER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,805,,,1466,,,
